,Name,Location,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,New_Price,Price,0,1,2,3,4,5,6,7,8,9,10
1106,107,1,2013,58500,17.0,1995,218,5.0,0,27.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1107,362,8,2014,48000,18.0,1198,86.7,5.0,0,2.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1108,952,9,2016,24000,24.0,796,47.3,5.0,0,2.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1109,636,9,2016,52001,17.0,1591,121.3,5.0,0,6.45,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1110,1649,3,2018,9565,23.8,1199,84,5.0,6.59,5.88,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1111,1151,10,2013,32953,18.0,1197,85.8,5.0,0,4.65,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1112,528,6,2014,18000,21.0,814,55.2,5.0,0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1113,1272,7,2018,20446,12.0,1950,191.34,5.0,86.97,51.35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1114,760,5,2016,33016,22.5,1396,88.73,5.0,0,6.85,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1115,1724,2,2012,48000,23.5,1364,67.05,5.0,0,5.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1116,1690,3,2014,72022,21.4,1364,87.2,5.0,0,9.23,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1117,1348,0,2014,34000,20.0,1496,113.98,5.0,42.12,22.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1118,1821,5,2014,69000,20.1,1498,88.8,5.0,0,5.19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1119,1548,10,2009,108000,13.0,1798,157.75,5.0,0,4.35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1120,1251,5,2013,34700,10.0,2148,170,5.0,0,24.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1121,1163,10,2015,79000,17.0,1248,75,5.0,0,5.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1122,446,7,2016,58197,18.0,1497,117.3,5.0,0,9.19,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1123,123,10,2008,66000,8.4,2979,321,5.0,0,10.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1124,700,1,2009,60000,19.0,1197,80,5.0,0,2.99,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1125,1135,8,2014,57000,26.5,1248,74,5.0,0,3.89,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1126,444,3,2018,45555,26.0,1498,98.6,5.0,0,11.73,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1127,1081,3,2016,55137,14.0,796,35,5.0,0,3.11,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1128,1545,6,2014,93325,17.0,1968,138.1,5.0,0,14.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1129,1057,0,2018,38000,24.5,1248,88.5,7.0,0,8.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1130,569,7,2016,57738,24.0,1120,70,5.0,0,5.04,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1131,1029,6,2017,38282,28.0,1248,88.5,5.0,0,8.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1132,1318,4,2014,64000,19.2,2143,170,5.0,0,15.65,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1133,210,9,2015,32000,20.0,1248,91.72,5.0,0,5.65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1134,1252,1,2010,83000,10.9,2497,204,5.0,0,16.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1135,1225,0,2011,76000,36.82,998,67.1,5.0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1136,1855,10,2012,67200,15.0,1598,103.6,5.0,0,3.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1137,79,6,2013,62655,18.8,1995,184,5.0,0,14.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1138,108,1,2015,16900,14.6,2993,258,5.0,0,44.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1139,558,4,2017,8471,18.0,1197,81.86,5.0,6.54,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1140,1779,5,2016,69000,11.3,2755,171.5,7.0,26.56,19.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1141,1435,3,2017,30090,19.0,1461,108.45,5.0,15.05,11.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1142,1580,2,2011,120000,18.0,1248,75,5.0,0,1.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1143,1160,1,2013,23000,17.0,1248,0,5.0,0,5.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1144,1249,7,2016,35939,12.0,1796,185,5.0,0,30.42,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1145,925,3,2013,116694,15.0,2179,140,7.0,0,9.57,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1146,833,9,2016,40448,15.9,2523,62.1,7.0,11.01,3.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1147,1182,3,2018,64456,24.0,1248,88.5,5.0,11,10.46,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1148,210,10,2014,52782,20.0,1248,91.72,5.0,0,4.85,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1149,365,7,2016,51672,19.0,1199,88.76,5.0,7.55,5.68,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1150,1548,9,2015,56073,13.0,1798,157.75,5.0,0,13.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1151,780,1,2011,65000,14.7,2993,270.9,5.0,0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1152,1213,2,2013,79000,18.0,998,67.1,5.0,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1153,604,8,2007,43206,17.0,1086,0,5.0,0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1154,1698,9,2010,70200,14.5,1798,138.1,5.0,0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1155,1170,4,2016,42000,16.0,1197,85,5.0,0,4.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1156,1817,1,2014,62000,16.4,1198,74,5.0,0,5.35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1157,557,5,2017,20000,18.0,1197,81.86,5.0,7.82,5.98,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1158,1112,2,2011,80000,21.0,1248,88.8,5.0,0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1159,558,7,2018,50234,18.0,1197,81.86,5.0,6.32,4.77,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1160,983,4,2016,50003,21.0,1197,83.1,5.0,0,5.45,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1161,1656,0,2018,1000,20.0,1199,84,5.0,0,6.85,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1162,1128,6,2016,54897,26.5,1248,74,5.0,0,7.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1163,1566,10,2007,108995,15.0,1193,65.3,5.0,0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1164,1108,2,2015,73000,22.0,1598,118,5.0,0,8.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1165,1166,0,2008,65000,16.0,1298,88.2,5.0,0,2.71,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1166,681,8,2016,32000,19.0,1197,82,5.0,0,3.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1167,714,0,2010,65000,18.0,1197,80,5.0,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1168,1005,5,2016,21600,23.0,998,67.04,5.0,0,4.65,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1169,1322,9,2010,39000,14.8,2143,170,5.0,0,9.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1170,1140,9,2011,58075,17.0,1298,85.8,5.0,0,2.95,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1171,1857,9,2011,58000,15.0,1598,103.6,5.0,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1172,1173,5,2015,58000,25.0,1248,74,5.0,0,5.95,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1173,1698,4,2008,89000,14.5,1798,138.1,5.0,0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1174,466,4,2008,72000,13.0,1799,130,5.0,0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1175,250,8,2017,1800,16.0,1499,110.4,5.0,0,11.37,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1176,221,10,2010,172050,19.0,1248,93,5.0,0,2.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1177,691,6,2013,46230,19.8,1086,68.05,5.0,0,3.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1178,1873,7,2014,86925,11.0,2400,215,5.0,0,17.18,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1179,710,6,2018,5000,18.0,1197,81.83,5.0,0,6.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1180,435,0,2014,66000,26.0,1498,98.6,5.0,0,5.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1181,1764,0,2013,119000,12.9,2494,100,8.0,0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1182,1459,2,2016,45000,25.1,799,53.3,5.0,0,2.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1183,950,5,2009,66149,19.0,998,66.1,5.0,0,2.45,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1184,1239,7,2014,42070,14.0,1595,120.7,5.0,0,11.57,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1185,1197,8,2012,35503,18.0,998,67.1,5.0,0,2.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1186,1160,6,2016,41460,25.0,1248,74,5.0,0,5.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1187,661,9,2015,40600,17.0,1591,121.3,5.0,15.14,7.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1188,647,0,2013,87000,22.0,1582,126.2,5.0,15.72,5.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1189,428,2,2014,30000,16.0,1497,116.3,5.0,0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1190,702,8,2010,27089,16.0,1086,66.7,5.0,0,1.95,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1191,1713,3,2016,53702,23.5,1364,67.04,5.0,0,6.55,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1192,1862,5,2015,51000,27.0,1969,190,5.0,45.67,25.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1193,326,8,2012,36542,20.0,1399,68.05,5.0,0,2.65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1194,1263,9,2017,15000,13.0,2987,265,5.0,0,69.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1195,79,2,2012,65000,22.6,1995,190,5.0,54.7,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1196,958,10,2014,32000,22.7,796,47.3,5.0,0,2.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1197,1773,5,2017,24393,13.6,2393,147.8,7.0,22.87,20.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1198,1815,5,2019,1000,18.7,999,75,5.0,6.74,5.68,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1199,1402,9,2014,28238,13.2,1598,102.5,5.0,0,5.55,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1200,1369,9,2013,59000,13.0,2477,175.56,7.0,33.09,12.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1201,467,9,2012,92000,14.0,1799,130.2,5.0,0,3.35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1202,956,8,2013,56840,22.7,796,47.3,5.0,0,1.55,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1203,1848,3,2013,62746,20.5,1598,103.6,5.0,0,5.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1204,805,5,2012,96000,12.3,2179,187.74,5.0,0,18.98,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1205,399,9,2014,24000,13.0,1997,153.86,5.0,0,11.51,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1206,1059,9,2016,54000,20.7,1248,88.76,7.0,0,7.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1207,1752,2,2016,90000,12.9,2494,100.6,7.0,0,13.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1208,1610,8,2010,40000,15.0,1368,90,5.0,0,1.35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1209,61,9,2015,65938,12.0,2967,241.4,7.0,0,38.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1210,638,9,2017,16100,17.0,1591,121.4,5.0,0,11.6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1211,1837,5,2017,3600,21.0,1498,108.5,5.0,0,12.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1212,419,6,2011,52000,17.0,1497,118,5.0,0,3.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1213,329,9,2014,54000,20.0,1399,68.05,5.0,0,3.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1214,476,9,2016,15399,18.0,1199,88.7,5.0,0,6.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1215,1832,1,2012,75000,16.4,1198,73.9,5.0,0,3.95,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1216,458,4,2010,76752,17.0,1497,117.3,5.0,0,3.57,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1217,433,9,2005,56000,17.0,1497,78,5.0,0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1218,1200,10,2015,70000,36.68,998,58.2,5.0,0,3.65,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1219,404,8,2013,46125,12.0,2354,187.4,5.0,0,12.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1220,105,0,2014,35000,18.1,1995,190,5.0,0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1221,0,2,2003,80000,12.0,1489,35.5,5.0,0,1.35,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1222,891,3,2012,62729,12.0,2179,120,8.0,0,6.32,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1223,1847,8,2012,34000,20.5,1598,103.6,5.0,0,3.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1224,1231,6,1999,70000,17.0,993,60,5.0,0,0.77,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1225,944,6,2009,32000,16.0,796,37,4.0,0,0.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1226,1684,4,2017,21000,14.2,1798,138.03,5.0,23.25,18.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1227,88,10,2013,49000,14.5,1997,245,5.0,0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1228,340,2,2007,40000,13.0,1299,70,5.0,0,1.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1229,170,10,2012,78000,18.0,1199,79.4,5.0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1230,1677,0,2012,52000,21.4,1364,86.79,5.0,19.27,6.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1231,919,1,2014,65213,16.0,2179,140,7.0,0,9.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1232,667,9,2016,170000,24.0,1120,71,5.0,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1233,1261,7,2017,36884,13.0,2143,204,5.0,0,32.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1234,704,10,2009,62500,20.3,1197,78.9,5.0,0,2.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1235,1699,9,2015,68000,14.2,1798,138.03,5.0,0,9.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1236,1676,8,2014,40748,14.5,1798,138,5.0,0,6.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1237,41,5,2013,60000,17.3,1968,184,5.0,0,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1238,763,9,2014,12400,21.0,1396,88.8,5.0,0,4.65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1239,1325,9,2013,87000,19.2,2143,167.62,5.0,0,17.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1240,1092,10,2013,20248,21.0,1248,73.9,5.0,0,4.35,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1241,518,3,2017,52383,19.6,1582,126.2,5.0,0,14.82,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1242,775,4,2018,1000,13.0,1999,177,5.0,52.77,40.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1243,930,2,2016,85000,14.9,2489,93.7,7.0,11.67,6.15,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1244,1745,0,2014,47000,12.9,2494,100.6,7.0,0,11.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1245,1670,10,2018,17585,19.1,2494,157.7,5.0,0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1246,54,3,2018,32496,13.2,2967,241.4,5.0,0,45.62,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1247,1159,7,2017,34613,28.0,1248,74,5.0,7.92,6.24,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1248,1060,2,2015,153000,20.7,1248,88.76,7.0,0,4.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1249,1170,2,2014,54000,16.0,1197,85,5.0,0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1250,704,7,2015,16900,20.3,1197,78.9,5.0,0,3.87,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1251,704,4,2013,62334,20.3,1197,78.9,5.0,0,2.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1252,991,7,2018,23714,21.0,1197,83.1,5.0,0,6.57,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1253,501,6,2010,52325,16.3,1495,93.7,5.0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1254,391,0,2012,50000,19.0,1198,86.8,5.0,0,3.65,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1255,1173,5,2016,55746,22.0,1248,74,5.0,0,6.95,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1256,685,1,2014,54000,20.1,1197,81.86,5.0,7.85,5.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1257,924,8,2013,43000,16.0,2179,140,7.0,0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1258,1274,4,2014,40000,13.0,2143,201.1,5.0,0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1259,809,1,2010,125000,0.0,2179,115,5.0,0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1260,1318,1,2016,51944,19.2,2143,170,5.0,0,32.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1261,751,7,2015,46950,21.2,1396,88.76,5.0,0,6.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1262,1504,9,2015,23000,19.0,1968,141,5.0,0,15.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1263,419,9,2014,54546,17.0,1497,118,5.0,0,5.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1264,1733,7,2015,51535,12.5,2982,168.5,7.0,0,19.03,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1265,41,8,2013,45000,17.3,1968,184,5.0,0,15.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1266,960,5,2012,46004,20.9,998,67.1,5.0,0,2.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1267,1601,2,2011,124000,23.0,1396,69,5.0,0,2.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1268,8,7,2014,77395,17.1,1968,174.33,5.0,0,14.35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1269,951,9,2018,10600,46.815999999999995,796,40.3,4.0,0,3.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1270,456,7,2018,22974,18.0,1497,117.3,5.0,15.55,11.97,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1271,587,6,2009,89000,0.0,999,0,5.0,0,1.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1272,1729,0,2015,65012,14.2,2755,174.5,7.0,32.45,18.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1273,577,0,2017,17125,18.0,1197,82,5.0,0,5.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1274,1051,5,2015,90413,15.0,1196,73,7.0,4.83,2.95,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1275,1832,1,2013,37000,16.4,1198,73.9,5.0,0,5.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1276,1203,6,2006,65000,18.0,1061,67,5.0,0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1277,423,1,2011,66000,17.0,1497,118,5.0,0,4.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1278,467,9,2010,86000,14.0,1799,130.2,5.0,0,2.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1279,414,10,2005,98437,13.0,1493,100,5.0,0,1.15,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1280,714,8,2010,18000,18.0,1197,80,5.0,0,2.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1281,572,7,2018,35070,24.0,1120,70,5.0,0,5.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1282,1856,10,2011,42000,14.0,1598,103.6,5.0,0,3.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1283,706,8,2009,40000,20.3,1197,78.9,5.0,0,1.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
